#         t          m          x          y          z         vx         vy         vz
   695.0000     0.0001   176.6500    12.3766   173.1210    63.2743  -270.2640    47.3884
   695.0000     0.0001   203.0680    13.5051   175.7910    93.3090  -242.9830    37.8107
   695.0000     0.0001   113.5630    68.0422    74.2143    49.0577   158.4240   110.1890
   695.0000     0.0001   149.9450    -4.3150   119.7620   -72.7901   108.3570  -115.7350
   695.0000     0.0001   202.4400   241.0070   189.0880    91.6237   -74.0457   114.5490
   695.0000     0.0001   199.5650    15.9126   170.6760    92.7165  -251.4780    28.0234
   695.0000     0.0001    76.5217   177.0940    47.1945   122.9450   192.5000    51.6269
   695.0000     0.0001   186.3810     1.6343   159.4750    47.4750  -297.5620   -39.1722
   695.0000     0.0001   211.6550    45.9294   191.4840   144.3970  -215.4980   118.1660
   695.0000     0.0001   149.6060   225.6090   129.8550   122.2640  -194.4370   108.9950
   695.0000     0.0001    93.8024    -9.1592    57.5421   -70.8330    44.1773  -204.1360
   695.0000     0.0001    60.5584    -1.8419   -14.9922    48.3173   123.8680    38.0059
   695.0000     0.0001   200.9450    11.7752   163.2290    66.0092  -237.3310     2.5207
   695.0000     0.0001   128.2590    35.2723    87.5215     1.9652   326.9610   -86.4684
   695.0000     0.0001   209.5460    13.3717   184.5420    92.7632  -246.2080    95.0919
   695.0000     0.0001   211.3260    49.5316   192.8660   146.4100  -208.9350   128.9830
   695.0000     0.0001   156.3780    19.2782   129.9520   -35.6860   -33.6961  -116.7180
   695.0000     0.0001   199.4680    16.9674   165.4570    68.6442  -228.1920    -7.4717
   695.0000     0.0001   186.9190   161.1400   179.1020    36.6424  -273.3680    71.4954
   695.0000     0.0001   118.8490    -9.4954    58.7492  -100.2930    15.1417  -228.4330
   695.0000     0.0001    68.6739    -1.4074   -12.7100    43.5146   138.8770     4.0944
   695.0000     0.0001    98.9805   -11.1109    31.8451   -56.0842    34.3382  -176.3470
   695.0000     0.0001   116.2440    -6.2452    23.0900  -105.2600    67.0386  -172.8960
   695.0000     0.0001   104.4870   146.1600    47.9016   124.9780   248.2950    72.3486
   695.0000     0.0001    68.7974    55.4036     9.3795    83.3819   144.2680    58.7991
   695.0000     0.0001   102.9380    -8.0806    69.7277  -102.4340    41.5536  -222.3890
   695.0000     0.0001   195.3180    27.6375   183.1380    88.0710  -237.2730   107.5230
   695.0000     0.0001   152.5560    -4.5503   107.8140  -100.0580   105.2630  -113.7040
   695.0000     0.0001   125.8870   -45.6936    85.5424  -131.2560  -101.7750  -189.1740
   695.0000     0.0001   159.2720    13.6224   138.3400   -13.3901   -88.5465   -79.1156
   695.0000     0.0001   154.8970    13.3459   124.0300   -92.6635   -36.1041  -110.6300
   695.0000     0.0001   131.2930    61.6827    84.8605   -38.8216   316.5230    27.9030
   695.0000     0.0001    93.4802    47.5464     2.4470    10.6038   150.5050    90.7684
   695.0000     0.0001    49.6731    33.6193     4.6113     8.7420   117.2550   -21.0281
   695.0000     0.0001   113.5630    68.0422    74.2143    49.0577   158.4240   110.1890
   695.0000     0.0001   144.7390    11.7537   106.4980   -30.9178    64.4831  -114.3430
   695.0000     0.0001    78.4103    44.0729     6.5974    54.2081   146.4600    82.0333
   695.0000     0.0001   184.4450    84.1566   102.8480   168.4330   -48.9510   -75.0900
   695.0000     0.0001   150.8000   193.6120   145.6340    91.7309  -246.3850   102.7930
   695.0000     0.0001   197.2400    46.4776   164.4370   114.8530  -248.1000   121.2200
   695.0000     0.0001   140.7980   253.8340   128.5730    76.5787  -177.9360   109.9980
   695.0000     0.0001   166.2320   243.5000   148.1200    90.5389  -185.4010   103.1900
   695.0000     0.0001    87.7688   201.9060    63.9553   162.9470   138.2130    57.7562
   695.0000     0.0001   213.2610   230.8600   145.5240    83.0004   -86.8951   144.3660
   695.0000     0.0001   216.0190   111.2320   173.9820    44.1852  -118.4240   -56.9809
   695.0000     0.0001    36.8950    41.6665   -26.7637    50.0887    97.2673    77.8199
   695.0000     0.0001   195.9300    39.6640   192.2510   -67.2939  -263.8920   -44.2306
   695.0000     0.0001   133.0260   350.1800    33.5421    84.4288   -62.9799   104.1610
   695.0000     0.0001   158.9970     1.8869   139.3090   -27.2976   -72.3504   -49.8540
   695.0000     0.0001   196.6580    33.4747   195.6950    80.6369  -234.5170   122.1210
   695.0000     0.0001    37.6058   -28.2840    94.3311     4.4882   -67.3572    -0.8524
   695.0000     0.0001   138.9580   127.0990    91.5629   142.1120   -77.8881   275.0180
   695.0000     0.0001   195.9530    10.9567   172.4960    57.4659  -259.8180    32.0079
   695.0000     0.0001   184.7510    10.9063   164.1830    94.0131  -288.5300    -4.9964
   695.0000     0.0001   187.5160    10.8501   163.5160   -29.1355  -205.8420     6.2852
   695.0000     0.0001   160.7610     4.1577   122.5910   -38.6956     4.6231   -89.8201
   695.0000     0.0001    73.6238    35.7974    -7.3353    71.5438   145.1580    41.5164
   695.0000     0.0001   197.5050     7.9766   154.7510    71.4953  -175.5120   -48.3487
   695.0000     0.0001   150.3140   123.6690   132.8000    95.1477  -117.3650   102.0260
   695.0000     0.0001   154.9040     4.3165   124.5220   -40.4385    22.3461   -97.2599
   695.0000     0.0001   197.0260    -5.3521   172.4940    58.1094  -258.6840    47.3040
   695.0000     0.0001   137.5520    10.3914   110.4090   -46.7789    45.0424  -124.4880
   695.0000     0.0001    67.2003    34.6940    57.7148   -17.9127   301.2080   -52.0609
   695.0000     0.0001   133.1220    53.5120    87.0381    43.7599   362.2010   -20.3235
   695.0000     0.0001   127.4540    51.2532    88.3640  -104.0000   313.3240     6.2025
   695.0000     0.0001   198.6940    23.3930   176.6500    87.7289  -245.1830   114.4220
   695.0000     0.0001    54.8362    -1.9394    -4.0595    24.6399   139.0660    22.4324
   695.0000     0.0001   171.0390     3.7247   120.3550   -52.2788    21.2263   -91.2578
   695.0000     0.0001   155.6680    80.9474   135.2610   111.7380  -211.2180    84.1263
   695.0000     0.0001   171.0410    16.4087   146.2340    50.8445  -121.4710   -43.4899
   695.0000     0.0001   198.0220   261.4140   144.5400    95.5467   -48.4311   119.1900
   695.0000     0.0001    52.9261    39.3082   -75.2313    36.3303    82.4753    41.1699
   695.0000     0.0001   195.6040     5.8671   167.5050    91.0457  -277.1200    22.5760
   695.0000     0.0001   217.3250    15.2593   126.5060  -113.1550   -35.7317   -68.0300
   695.0000     0.0001   135.2100    74.2964    90.5732    19.3931   316.1600   115.1400
   695.0000     0.0001   138.9580   127.0990    91.5629   142.1120   -77.8881   275.0180
   695.0000     0.0001   194.6060    33.9871   172.7640    68.5609  -250.3670    72.8807
   695.0000     0.0001   136.8780    93.5025   104.7600   102.1690   109.2360   232.0110
   695.0000     0.0001    56.7596    19.5191   -36.4172    19.8954   107.2480    68.4580
   695.0000     0.0001   175.1050    43.9900   177.2230   -96.0863  -335.4990     3.5592
   695.0000     0.0001   165.9030    22.0908   120.3150  -128.0810   148.7940  -155.5240
   695.0000     0.0001   176.9800   173.2500   183.2880    56.3639  -259.7570    63.9233
   695.0000     0.0001   163.5570    22.6397   142.2380     7.5830   -91.8309   -96.7481
   695.0000     0.0001   179.6320   208.8610   143.3370    76.3902  -217.6440   124.9820
   695.0000     0.0001   204.2760    97.0001   205.0060     7.0439  -283.4000   -42.1729
   695.0000     0.0001   143.9300    29.9482    97.7668   -71.4755   278.3980  -148.6420
   695.0000     0.0001   156.1750   125.6850   162.8910    96.6950  -335.5390    64.6830
   695.0000     0.0001   163.1920    15.2547   138.3690    -0.7537   -76.0906   -75.8177
   695.0000     0.0001   109.1480   -31.0575    99.3588  -122.0490  -103.1400  -209.2640
   695.0000     0.0001   177.8810    17.9816   147.2550    30.7464  -156.1780   -61.9526
   695.0000     0.0001    77.4372    55.7552    11.4282   105.7650   135.1940    62.2861
   695.0000     0.0001    74.2030    25.0199   -14.0820    56.2360   138.2130    42.0407
   695.0000     0.0001    39.1200   -51.4241   -57.4129    -5.9969    64.0038     8.8785
   695.0000     0.0001    42.2022    21.9595   -71.0777    20.7192    87.0784    24.5057
   695.0000     0.0001   174.1550     9.7942   142.9110   -37.7898   -51.4336   -31.5923
   695.0000     0.0001   171.8510    17.2595   169.1180  -132.3510  -244.4760  -141.1990
   695.0000     0.0001   181.2140    19.7261   144.8450   -91.4300  -348.9620  -146.6890
   695.0000     0.0001   200.2980    -0.8889   163.6820    62.0166  -245.5190    12.9711
   695.0000     0.0001   154.9260    -0.8269   105.8190   -91.2686    92.9458   -83.2180
   695.0000     0.0001   155.9940    23.5571   132.9720   -31.1313   -54.0065  -129.9320
   695.0000     0.0001   150.0880   228.4530    83.8362   145.9620   128.0400   122.2820
   695.0000     0.0001   104.7890   -38.3941    73.5094  -123.8490   -23.3007  -193.9830
   695.0000     0.0001   138.0610   108.9480   138.5520   163.7630   -62.8844   121.4680
   695.0000     0.0001    76.6397    -9.8693    79.0806  -109.6780   263.3390   -71.8710
   695.0000     0.0001   171.9260    88.9867   140.8080   219.1710  -233.9050   194.5430
   695.0000     0.0001   236.4390    44.9504   201.9170    11.5993    -6.0343    86.6904
   695.0000     0.0001   183.3630    17.2805   168.2910    13.1049  -240.5330    10.8594
   695.0000     0.0001   106.4780   -26.7978    51.3821  -109.7930    78.5824  -170.9230
   695.0000     0.0001   166.0850     9.1679    99.8861  -205.2700    93.8249   -86.9920
   695.0000     0.0001   151.4130   239.9970   172.2170    74.2842  -193.3310    83.0429
   695.0000     0.0001   203.1900    35.4185   189.0350    93.6416  -238.6890   127.3230
   695.0000     0.0001   146.6670    23.8071   100.1060   -73.5617   248.5590  -141.6630
   695.0000     0.0001   165.5010     0.8133   118.8770   -69.3093    87.8055  -136.2780
   695.0000     0.0001   184.4690    -0.6238   154.0920    -9.3599  -179.4180   -14.5560
   695.0000     0.0001   103.7130    17.5782   104.5670    91.1044    47.0404   197.4700
   695.0000     0.0001   188.9680    15.3051   163.6600    64.5736  -210.3140   -40.9260
   695.0000     0.0001   142.3240   -49.1662    92.4038  -112.9350  -126.2870  -185.2360
   695.0000     0.0001   190.2740     7.9545   156.3850    14.8326  -217.8640     3.4595
   695.0000     0.0001   196.1720    19.3733   168.9400    63.2263  -258.2760    22.3157
   695.0000     0.0001   158.4410     5.0450   144.4700    18.7114   -64.0651  -122.2290
   695.0000     0.0001   180.5480    21.6021   171.5980    89.3331  -270.6420    54.6440
   695.0000     0.0001    90.1326    60.0732    14.4950   121.6860   127.9480   123.1710
   695.0000     0.0001   146.8410    60.0126    88.4917   -67.5347  -278.5320   -92.3310
   695.0000     0.0001    91.1925    21.2926   -25.1951    32.7930   123.6110    82.0983
   695.0000     0.0001   186.6960    44.8233   191.5490   137.2750  -217.7170   107.2020
   695.0000     0.0001   214.1950    34.7642   194.5810   142.2030  -208.7100   131.0590
   695.0000     0.0001   158.1190    -8.0393   127.8530   -61.6909  -296.8330  -173.5570
   695.0000     0.0001   194.9450     9.4344   164.3410    37.4255  -185.9760    -6.2786
   695.0000     0.0001   124.7800   107.9090    53.2754   141.7930    89.8527   245.9720
   695.0000     0.0001   160.6610   -17.3661   130.4100  -137.8710  -137.8710  -232.6080
   695.0000     0.0001   129.9320    93.6365   114.2730    59.1838   150.6630   218.7100
   695.0000     0.0001   105.7270   -39.3812    66.9937  -102.7920   -18.2591  -195.7190
   695.0000     0.0001    95.9005    70.3959     5.8548   107.1200    98.9906   171.1580
   695.0000     0.0001   158.6360    86.9437   127.3840    82.9916  -283.5720    23.3287
   695.0000     0.0001   103.5800   129.4970    65.1259   172.4320    10.9895   212.7110
   695.0000     0.0001   131.9460   -32.3959    95.6398  -145.0630  -113.2830  -212.0580
   695.0000     0.0001   141.6580    15.0893    80.6805  -131.1800   -61.0258  -117.2240
   695.0000     0.0001   223.6190   208.4260   198.0290    65.5146  -120.7580   112.5710
   695.0000     0.0001   186.2620    -0.2538   154.9750   -20.4025  -194.9710     0.6084
   695.0000     0.0001   158.7330    65.2777   124.3400   149.2480  -341.5950  -113.5690
   695.0000     0.0001   174.7310    -3.2269   126.5490   -11.8617  -268.6740  -236.0220
   695.0000     0.0001   104.4210   344.2890   116.9190    77.5928   -89.2366    98.4229
   695.0000     0.0001   132.3770    90.5243    99.6508    70.7660   176.5200   198.5160
   695.0000     0.0001   146.5880   110.1110   115.3720   199.6520   -84.5437   306.2640
   695.0000     0.0001    81.6493    99.0724    43.8551   155.6700    82.8083   188.6760
   695.0000     0.0001   192.1680    55.0118   163.1640     5.8192  -318.0390  -109.4730
   695.0000     0.0001   160.6910   -11.0968   143.2060  -108.8690  -164.5650  -241.2050
   695.0000     0.0001   107.7160   118.6130   116.2510   104.4650   -32.3814    85.5991
   695.0000     0.0001   184.6090     1.8052   160.1120   -14.0436  -193.8220   -30.2102
   695.0000     0.0001    84.5294    34.4674    -0.7859    47.7296   161.9880    32.9432
   695.0000     0.0001   152.2740    12.3328   110.9340   -68.0182   146.9600  -135.3710
   695.0000     0.0001   183.5020     0.6280   165.2060     5.8679  -271.0050   -15.3863
   695.0000     0.0001   150.7480    19.9606   122.8950   -36.5423   -20.6824  -147.6080
   695.0000     0.0001   172.8830    -4.7633   143.3760    -7.2108  -366.4670   -97.8668
   695.0000     0.0001   127.4690   -44.5476    93.7661  -136.1680  -103.1710  -188.8020
   695.0000     0.0001   189.2290   198.9560   162.5990    53.0900  -174.1380   105.2350
   695.0000     0.0001   156.2830    13.7052   139.4650     1.2787  -108.0860   -91.2160
   695.0000     0.0001   146.9190     3.6488   113.5900   -43.9084   160.1480  -128.1670
   695.0000     0.0001   164.5190    42.6236   124.3630   -36.5390  -309.6830  -107.1200
   695.0000     0.0001   178.8380    16.7874   169.7250   117.7640  -260.6390    27.4764
   695.0000     0.0001   114.0290   183.2270    57.2949   131.6790   195.3530    99.8814
   695.0000     0.0001   183.5300     4.7867   144.2160    13.9791  -213.0380   -39.7167
   695.0000     0.0001   100.8610   106.8360   117.8160    41.0375    54.0523   151.0080
   695.0000     0.0001   179.6330    35.0873   168.8190   -34.6372  -235.2450    -6.0450
   695.0000     0.0001   146.8060     6.5734   131.2410   -54.1459   -33.5766  -117.1730
   695.0000     0.0001   187.6140    13.1471   159.1160    17.8267  -132.8400    10.4638
