#         t          m          x          y          z         vx         vy         vz
   660.0000     0.0001   187.6180   180.6580   178.3110    53.8884  -230.7750    59.2870
   660.0000     0.0001   159.0690    77.1616   114.4500   251.2210  -238.0020   127.0810
   660.0000     0.0001    52.7501    67.2143   -37.7795    49.2527   104.5440    17.9723
   660.0000     0.0001    37.5553    13.8793   -45.3898     2.5867    80.3758   -11.6236
   660.0000     0.0001   102.7260   100.6710    67.3161   178.8960     1.4063   272.8040
   660.0000     0.0001   144.0540    81.7500   129.2540   -10.7220    72.3758   148.0110
   660.0000     0.0001   103.0410    97.2227    68.1493   197.3620    67.5249   324.9130
   660.0000     0.0001   140.2210    29.1034   140.7120   -12.2758  -138.3510   -52.9498
   660.0000     0.0001   187.6860   137.6770   173.6050    45.3966  -278.2630    20.7155
   660.0000     0.0001   116.2810   168.1470    69.0390   -41.0919   -48.8221   -47.8192
   660.0000     0.0001   155.5940    51.5692   149.5720   146.2200  -197.7980    41.2387
   660.0000     0.0001   105.1710   103.5830    61.3099   166.7530    48.9834   227.7770
   660.0000     0.0001   116.9910    93.9984    64.8794   148.1940    20.1140   273.9040
   660.0000     0.0001   169.1420    42.2196   124.7570     4.4397  -144.5060   -76.2936
   660.0000     0.0001   175.7180    88.3918   175.9130   -48.6863  -267.4240   -21.7806
   660.0000     0.0001   100.8080   106.2030    67.9238   196.2230   120.1070   287.5870
   660.0000     0.0001   149.3550   -15.3923    89.0858   -80.8220  -192.6840  -168.9120
   660.0000     0.0001   130.0820   101.5540    85.3678   212.0830   -22.6714   277.6310
   660.0000     0.0001   344.9810    28.0062   178.4870   -44.7531  -203.9690   -25.0784
   660.0000     0.0001   123.0020    88.9755    91.4113   182.4380   -26.0381   359.5770
   660.0000     0.0001    78.2892   -36.9175   -24.1363   -18.9470    65.4772   -73.8181
   660.0000     0.0001   114.0630   122.0730   106.2770   111.8750   -10.9669    98.9123
   660.0000     0.0001    61.2905    30.0191   -26.9053    35.5577   103.2100   -24.9608
   660.0000     0.0001   209.8940   181.0360   167.8420    53.1062  -163.0740   105.3990
   660.0000     0.0001    89.4795   -32.3584     6.3375   -22.7409    73.4672   -82.8129
   660.0000     0.0001   139.8580    75.4487   120.2820   200.1840  -265.1280   211.1200
   660.0000     0.0001   189.9820    11.8953   137.2270    -7.9762  -101.2450   -56.5188
   660.0000     0.0001   173.7730    24.3269   135.1700   -50.5010   -61.5879  -106.9650
   660.0000     0.0001   115.0170    78.3850   103.8690  -148.4930   333.0020   270.0610
   660.0000     0.0001   157.2460    27.9508   114.1070    16.0459  -134.0740  -150.8910
   660.0000     0.0001   109.7110   114.5960    62.9825   206.7650   104.1470   271.3980
   660.0000     0.0001   136.4860    39.7947    90.2741  -218.0140   209.4830  -125.7530
   660.0000     0.0001   184.8280    79.6185   165.9930    22.5071  -301.5120   -21.1484
   660.0000     0.0001    37.4838    80.3841    -5.6070    28.3957   127.4620    62.1930
   660.0000     0.0001   186.1270    94.9455   173.0460    31.5270  -273.0490   -26.5181
   660.0000     0.0001   124.8500   157.6040    91.8749   -31.7853   100.8200   -90.5849
   660.0000     0.0001   149.5680    32.8364   112.5750   -66.0462   -96.8468  -151.5860
   660.0000     0.0001    88.7840    99.7462    29.9559   112.5360   155.2360   179.4030
   660.0000     0.0001   168.7950    35.7577   166.2830     6.6919   -68.3569   -43.1483
   660.0000     0.0001   141.2140   259.2100   116.2250   118.8530     1.4532   126.9610
   660.0000     0.0001   125.6840   113.7590    71.7455   122.1760    70.0690   103.6110
   660.0000     0.0001    68.1003   355.4540    65.4312    75.6141   -47.3642    98.2952
   660.0000     0.0001    92.2776   -23.4229    41.9944   -88.8921    27.3384  -144.6370
   660.0000     0.0001    58.4678   -79.5685    -7.9100   -10.3678    18.4724   -84.7694
   660.0000     0.0001   142.2670    27.0776    96.7721  -112.4460   102.8740  -201.8010
   660.0000     0.0001   115.7950   251.0860   128.5720    93.9895  -164.0340   106.0880
   660.0000     0.0001    97.5012   -22.9075    21.8998   -66.5277    35.3349  -127.4380
   660.0000     0.0001   169.4560    28.4097   108.4680  -101.2830    -0.5919  -153.7840
   660.0000     0.0001   143.9330    33.8468   141.7550    -8.1047  -130.6350   -45.2859
   660.0000     0.0001   178.9330    64.0060   162.8880   -34.6478  -315.4730   -64.1604
   660.0000     0.0001    40.5818   -39.9710   -44.3794   -29.5514    46.5031   -48.7559
   660.0000     0.0001   177.6220     6.5417   149.5240     4.9930   -61.7217   -64.7052
   660.0000     0.0001   106.4610   113.2980    65.6417   202.0310    78.7613   285.3060
   660.0000     0.0001   100.3060    96.3367    59.9351   142.4380    98.8051   288.5730
   660.0000     0.0001    74.2872   -44.5337    -6.7556   -14.7049    59.1635   -87.3494
   660.0000     0.0001   132.4660   174.9720    45.4583   160.1130   134.8710   177.2560
   660.0000     0.0001    68.3170   -21.2087   -24.4673     0.6793    76.5638   -50.1120
   660.0000     0.0001   153.4800   241.4730    83.7749   133.4040    62.1697   140.7120
