#         t          m          x          y          z         vx         vy         vz
   405.0000     0.0001   107.8860   208.4350   106.9000   164.7040  -160.6690   164.2770
   405.0000     0.0001    87.8395   186.9970   113.3510    74.0548  -163.9800    75.9144
   405.0000     0.0001    28.4968   223.4000   100.3270    39.9691  -103.2180    53.9967
   405.0000     0.0001    27.0085   180.1890    85.9886    15.1520  -159.6210     1.8116
   405.0000     0.0001    36.1781   191.6180    81.9813    46.5655  -189.1710    18.8116
   405.0000     0.0001    91.5783   177.7570   120.0040    70.4638  -193.1210   140.9960
   405.0000     0.0001   120.5080   208.4210   114.7340   143.6290  -156.5100   166.5460
   405.0000     0.0001    97.9508   190.1850   113.9320    84.4703  -164.6710   118.2960
   405.0000     0.0001    97.1314   201.4120   109.1860   116.5270  -138.5660    91.8036
   405.0000     0.0001    94.3380   199.9840   118.1380   129.2730  -156.8170   101.9780
   405.0000     0.0001    20.1035   216.2460    94.4823    29.3665  -117.6190    16.7876
   405.0000     0.0001    97.3403   188.8500   108.4490    75.3220  -170.3690   114.0850
   405.0000     0.0001    14.0293   161.2690    25.2775   -88.9380  -243.6730  -266.4450
   405.0000     0.0001    92.9877   183.4870   123.8120    73.5529  -163.2680   127.3950
   405.0000     0.0001    38.1156   175.9680    68.0818    -2.8031  -218.6990    -6.9193
   405.0000     0.0001    89.4457   175.0430   109.7590    47.0003  -175.1760   120.9920
   405.0000     0.0001    11.0723   168.6380    43.7670   -39.7450  -221.2470  -171.2840
   405.0000     0.0001   -24.3117   246.5070    27.2071   -24.9062   -76.3753   -43.8371
   405.0000     0.0001    -7.6453   206.5450    21.6851  -104.9620   -31.3043  -133.0560
   405.0000     0.0001   111.3990   190.3750   132.0020   125.8720  -159.0790   163.3370
   405.0000     0.0001   103.3790   193.4490   114.7070    94.4432  -156.9010   129.3160
   405.0000     0.0001    99.5176   184.4780   106.9340    87.0855  -177.9450   109.9270
   405.0000     0.0001    14.7125   164.5900    67.8350   -20.1690  -174.4820   -78.9315
   405.0000     0.0001   117.5700   217.6230   117.9980   179.5320  -144.1080   193.9410
   405.0000     0.0001   -15.3743   226.3260    18.6545   -81.2141   -78.5273   -79.5149
   405.0000     0.0001    33.5956   164.4040    59.2378    -5.2726  -199.9810   -75.8335
   405.0000     0.0001   108.2510   226.3980   105.9390   178.6200  -141.4710   170.9360
   405.0000     0.0001   112.5880   216.6250   125.9650   141.5780  -137.5850   159.5890
   405.0000     0.0001    10.0408   162.3470    42.9651   -26.1466  -200.3650  -192.9720
   405.0000     0.0001   116.5150   220.6230   111.1000   172.8580  -142.4660   161.5540
   405.0000     0.0001    94.8695   178.5330   129.8550    87.7911  -167.5920   146.9860
   405.0000     0.0001    52.0779   219.8310   117.9040    88.0826  -107.2610   110.5880
   405.0000     0.0001    97.1329   264.6180    59.1699   248.5250  -113.0430   118.8720
   405.0000     0.0001   114.3260   201.5660   141.7720   143.8830  -147.7350   194.1450
   405.0000     0.0001   -15.1014   214.7220     8.4701   -66.0659   -76.8580  -139.6760
   405.0000     0.0001   101.6940   184.8740   142.5610   129.9060  -172.1200   182.5880
   405.0000     0.0001    30.6613   242.3090   106.3620    63.7893   -51.8374    89.8087
   405.0000     0.0001    45.0498   174.5850    78.0517    49.9175  -169.3640    -4.5699
   405.0000     0.0001    32.5152   171.9240    50.8667     2.0151  -195.3710  -123.8820
   405.0000     0.0001    86.7532   182.1980   119.0790    44.8971  -155.4100   120.3030
   405.0000     0.0001   102.9010   187.2600   116.6450    83.3703  -166.9020   142.2290
   405.0000     0.0001    78.9387   189.6780   125.4870    91.0065  -154.6980    91.3109
   405.0000     0.0001    82.7734   181.2110   117.1040    25.8744  -198.9260   153.8370
   405.0000     0.0001    84.4968   175.2560   116.6100    45.2282  -166.4070   114.5430
   405.0000     0.0001    45.2722   178.8320    87.0140     4.9168  -149.4480    60.8727
   405.0000     0.0001   102.5460   188.7150   118.1410   100.6450  -155.9610   128.7140
   405.0000     0.0001    81.7561   180.5240   126.2070    71.8916  -156.6470   118.5210
   405.0000     0.0001    17.3401   202.0250    84.3336    17.3863  -146.8390    -2.1707
   405.0000     0.0001    -3.5560   252.9780    49.7840   -10.9703   -28.9113    13.4350
   405.0000     0.0001   110.4360   207.4570   127.8220   135.3240  -148.9160   159.8970
   405.0000     0.0001   -29.7802   313.1620    13.9926   233.8710    58.1383    92.8280
   405.0000     0.0001    51.9178   174.5780    71.2581    24.4471  -217.9160    -4.1612
   405.0000     0.0001   111.7600   191.0660   121.9960   122.1160  -162.7960   148.6940
   405.0000     0.0001   114.2540   204.8830   128.8050   133.0050  -143.2180   161.3540
   405.0000     0.0001    83.6581   175.0960   115.4250    39.8164  -193.7870   130.5960
   405.0000     0.0001   100.8090   187.1700   119.0510   110.2560  -172.9220   121.2810
   405.0000     0.0001   112.6650   204.1430   139.1670   123.7580  -131.0680   183.7620
   405.0000     0.0001    42.1241   181.4790    88.4899    20.7568  -175.9150    65.8930
   405.0000     0.0001    81.3388   186.8660   123.6750   100.9500  -158.0850    85.7561
   405.0000     0.0001    84.1457   191.9490   117.3670    92.9959  -153.4210    77.2673
   405.0000     0.0001    93.3759   202.9620   108.8900    75.5885  -147.5220   112.0090
   405.0000     0.0001   111.1070   191.0630   126.1290   117.6450  -161.4510   156.0160
   405.0000     0.0001    85.1648   288.2160    53.1668   260.3580   -71.2414    95.3225
   405.0000     0.0001    -0.4753   224.0390   103.2140    26.9324   -85.5978    49.7712
   405.0000     0.0001    87.7872   177.9370   114.4550    45.5976  -176.7330   120.6650
   405.0000     0.0001   -14.3973   165.3030    13.2254    28.1448    49.2195  -150.9110
   405.0000     0.0001    91.6898   196.5010   122.0610    55.1634  -146.7660   131.3270
   405.0000     0.0001    66.3812   337.3960    53.3362   241.9400     1.9024   101.3040
   405.0000     0.0001   102.1820   189.9030   145.4970   125.7990  -157.8110   187.4000
   405.0000     0.0001   107.1260   177.2510   121.2130   106.0710  -167.9310   144.0940
   405.0000     0.0001     9.9455   158.6370    42.1051   -22.5914  -194.4850  -199.6680
   405.0000     0.0001   111.1740   196.3830    84.9550   120.8630  -146.9550    85.8562
   405.0000     0.0001    79.1578   225.1730   124.2300   125.2360  -112.3970   129.6570
