#         t          m          x          y          z         vx         vy         vz
   415.0000     0.0001   -12.4310   248.3130    47.2065    13.8042  -104.6920   -18.4162
   415.0000     0.0001    91.2621   169.3710   119.1390    20.1121  -152.0410    24.6817
   415.0000     0.0001   144.1810   181.6200   134.3380   130.4780  -169.8450   144.2830
   415.0000     0.0001   100.1260   151.9440   131.3380    36.9145  -187.0860    80.9781
   415.0000     0.0001   100.5250   195.9060   153.1940   116.0390  -134.1970   122.2040
   415.0000     0.0001    97.6576   204.7680   145.3680    97.8601  -145.3180   103.3450
   415.0000     0.0001     2.3501   140.9810    -2.5626   -53.5450  -311.3610   304.1120
   415.0000     0.0001    57.4537   149.9450    85.1170    10.7520  -194.3420     2.6657
   415.0000     0.0001    93.5478   188.6900   125.2600    99.1198  -157.7170    49.9941
   415.0000     0.0001   108.6500   200.3380   138.0930    76.0822  -166.4770   132.5200
   415.0000     0.0001    97.3057   177.0630   135.4980   108.4630  -146.2860    62.5786
   415.0000     0.0001    34.6129   159.5050    79.2104    20.5833  -179.0780   -84.9674
   415.0000     0.0001     4.2329   141.9420    -8.1397   -80.7529  -261.9360   252.7270
   415.0000     0.0001    50.6348   161.0740    96.8429    25.4505  -160.5600    21.0793
   415.0000     0.0001    42.9839   179.2540    90.3790    53.0908  -170.2930   -45.9796
   415.0000     0.0001    39.7751   156.4580    66.0848   -13.3560  -144.1720  -122.4700
   415.0000     0.0001    99.0044   177.6270   145.6580    58.4908  -145.5090    96.3796
   415.0000     0.0001   140.7790   197.6880   123.2310   134.5060  -160.9970   145.6500
   415.0000     0.0001   121.2930   173.3130    99.5762    51.8909  -197.1280    89.1745
   415.0000     0.0001    91.2934   164.1490   130.1160    -5.5758  -167.8530    87.5609
   415.0000     0.0001   -15.3093   146.2610    -6.2146   -87.9238   -91.9215    54.1390
   415.0000     0.0001    84.4358   157.8680   129.6400     7.1749  -138.1600    54.3577
   415.0000     0.0001    88.8036   168.7540   124.7110    40.6328  -167.7380    21.8915
   415.0000     0.0001   143.3430   206.4520    90.1974   159.3120  -181.3280   117.5670
