#         t          m          x          y          z         vx         vy         vz
   350.0000     0.0001   -47.4237   202.0080   -30.3741    97.6385    80.5373    95.8291
   350.0000     0.0001   -87.1335   231.1730   -25.5494   226.0750   157.0010    56.4911
   350.0000     0.0001   -63.2820   249.9000   -24.3396   253.6090   159.8700    66.7054
   350.0000     0.0001   -14.2468   183.7890   -31.2217   122.1770     9.2144   114.5410
   350.0000     0.0001  -146.8820   242.2930   -38.0220    96.4366   170.3610    60.7234
   350.0000     0.0001   -96.0585   242.7020   -18.8137   193.1210   194.5590    74.7129
   350.0000     0.0001   -51.4494   190.6250   -22.4690   147.0330    92.9898   106.5730
   350.0000     0.0001   -41.5185   195.1530   -30.7059   113.6260    51.9915   118.9810
   350.0000     0.0001  -175.0880   238.7920   -48.6130    34.2590   194.7470    56.8456
   350.0000     0.0001   -55.5470   196.0820   -35.9387   125.3140    96.4143   108.8690
   350.0000     0.0001   -27.6757   170.4960   -28.0752   160.3100    -0.1720   122.3210
   350.0000     0.0001  -150.9650   246.7390   -30.7567    82.7558   191.2440    74.0502
   350.0000     0.0001   -96.3371   253.4100   -12.4158   184.9350   175.8670    66.7693
   350.0000     0.0001   -84.5478   250.0570   -24.7445   215.3690   154.4770    60.3907
   350.0000     0.0001   -31.2835   167.6310   -35.8909   170.9300    -6.2658    97.9139
   350.0000     0.0001   -27.2702   194.6020   -22.6391   121.8800    48.8156   103.4430
   350.0000     0.0001   -20.7448   195.9960   -24.3264   128.3410    56.9234   103.8580
   350.0000     0.0001  -146.8820   242.2930   -38.0220    96.4366   170.3610    60.7234
   350.0000     0.0001   -63.2820   249.9000   -24.3396   253.6090   159.8700    66.7054
   350.0000     0.0001   -15.5553   157.4110   -32.0631   137.7270   -69.3345    89.8097
   350.0000     0.0001   -49.6447   199.0420   -26.9470   100.7470    74.0672   109.3060
   350.0000     0.0001  -188.2280   227.5330   -55.3060    11.5927   191.2180    45.0195
   350.0000     0.0001  -145.8250   228.2180   -37.9721    99.2146   172.6920    58.7699
   350.0000     0.0001   -33.8693   172.7110   -31.9323   148.0180   -10.1437    85.7209
