#         t          m          x          y          z         vx         vy         vz
   465.0000     0.0001    75.7015    87.3297    98.3176   -31.5656  -132.3080  -191.1170
   465.0000     0.0001    27.6408    91.8290    34.1465   -43.1738    74.7083  -281.6200
   465.0000     0.0001    77.0017    61.5066    74.6592   103.3020  -128.9080   140.2170
   465.0000     0.0001    34.2718    78.0351    24.3877  -127.1360    36.8398  -253.5960
   465.0000     0.0001    31.5557    68.7723    46.3892   -52.4321    44.5312  -219.7770
   465.0000     0.0001    43.8580    75.9597    50.5852   -89.6024    35.5752  -240.7940
   465.0000     0.0001    34.1567    82.7268    22.4871  -110.4080    60.5408  -252.8530
   465.0000     0.0001   164.0570    60.8289   239.4750    33.9540  -142.3700    49.1138
   465.0000     0.0001   139.1800    75.3279   170.2760   -28.8273  -140.9020   -12.6247
   465.0000     0.0001    27.8479   111.9760     0.2213  -177.8360   180.1620  -162.4720
   465.0000     0.0001    45.4982    72.8785    37.4286   -57.4092   -33.0046  -217.0500
   465.0000     0.0001   168.3780    74.9610   192.1180     7.7390  -151.0730    19.4184
   465.0000     0.0001    46.1264    80.5030    45.7284  -122.6130     7.2380  -268.2650
   465.0000     0.0001   143.3960    82.9281   182.4510   -12.8988  -134.3550    -8.5182
   465.0000     0.0001    26.5197    89.5640    34.4491   -88.9635    83.8833  -275.7500
   465.0000     0.0001    24.5673    82.0421    27.7228  -119.5030    60.9700  -235.9450
   465.0000     0.0001    42.0113    78.0376    51.2570   -80.2424    15.7665  -248.9110
   465.0000     0.0001   159.8470    52.3536   189.1120    -1.1663  -141.7810    14.6088
   465.0000     0.0001   -56.0403   119.0860  -100.0130    -9.2585   -21.8756     7.1515
   465.0000     0.0001    28.7804   110.4660     9.1381  -140.9920   211.9590  -204.7520
   465.0000     0.0001    32.3340    73.1970    28.8404  -153.8060    23.2214  -220.8390
   465.0000     0.0001    29.0033    94.0397    38.7084   -26.9354    49.7547  -273.0310
   465.0000     0.0001    81.9546    47.4390   117.2770   -91.1517   -93.8841   -96.9003
   465.0000     0.0001    74.5522    75.9253   116.5060   -73.9898   -88.1390  -147.7830
   465.0000     0.0001    38.0948    66.3670    36.4525  -207.7660   -10.5890  -243.6880
   465.0000     0.0001    48.4013    67.7851    59.1330  -154.5780   -57.1433  -252.6020
   465.0000     0.0001    35.3059    94.6853    36.8334   -59.2514    54.2551  -265.6570
   465.0000     0.0001    23.1362   107.8000     5.0370  -111.8380   198.6650  -191.4090
   465.0000     0.0001    76.0823    44.8810   119.2530  -109.2530  -113.3700   -75.1832
   465.0000     0.0001    17.9596   135.6960   -20.6734     1.2225   234.9570  -116.4660
   465.0000     0.0001    33.2672    92.3521    36.0268   -56.4540     9.6164  -284.7640
   465.0000     0.0001    30.6869    65.6605    54.0781   -74.8850     0.8484  -236.1830
   465.0000     0.0001    38.0741    70.3610    30.7208  -153.1780    27.6272  -222.4850
   465.0000     0.0001    41.5357    61.1958   107.5230   -94.9818   -85.4626  -166.2550
   465.0000     0.0001   138.4890    45.3316   145.2950   -53.7344  -150.0640    -1.5386
   465.0000     0.0001   223.1210   223.8180   116.1190   128.0220  -150.8460    59.0115
   465.0000     0.0001    98.4108    78.3410    77.4089     4.4550  -202.8240    24.7603
   465.0000     0.0001    34.4807    90.1043    31.2423  -151.3680    83.2442  -302.0470
   465.0000     0.0001    76.0980    57.4044    98.8376   -99.2063   -70.0894  -142.1120
   465.0000     0.0001    30.4329    88.4286    46.4403   -64.0215     7.0043  -299.6750
   465.0000     0.0001    36.4929    81.6109    55.2139   -92.5563    14.5176  -248.9410
   465.0000     0.0001   -12.3631   169.5590   -36.3622     8.3464   170.8760   -18.3013
   465.0000     0.0001    37.8269    67.7234    55.6354   -51.2581     8.6278  -252.8890
   465.0000     0.0001    14.4211   101.7920    96.2600    79.8529    97.9677    54.1910
   465.0000     0.0001    28.0727    98.1440    28.9422  -126.2120    87.9516  -219.5670
   465.0000     0.0001    42.5296    66.8503    32.9865   -84.5211   -40.4763  -180.4440
   465.0000     0.0001    36.2358    92.7281    25.0316   -73.1744    64.3938  -264.9850
   465.0000     0.0001   -77.6626   140.7300   -30.4554   -27.9230     6.4954    28.9579
   465.0000     0.0001   132.3710    65.4338   172.8780   -27.3909  -124.1130   -20.2793
   465.0000     0.0001   119.6800    95.5224    -1.5795   205.8790   -53.3484     9.7006
   465.0000     0.0001    23.2184    68.6483    52.3411  -148.0950    -3.3853  -268.6360
   465.0000     0.0001    39.9058    78.8102    25.0774   -36.4471    18.5698  -241.9830
   465.0000     0.0001    21.5205    82.1361    39.5991   -69.7104    31.3705  -266.1960
   465.0000     0.0001    83.9043    54.6368   107.6470   -96.4943  -123.8090  -116.8010
   465.0000     0.0001    50.7376    82.5319    28.7762  -104.8520    37.9691  -192.9540
   465.0000     0.0001   -18.0003   129.9270   -28.2319   -66.4028   173.0340  -102.7740
   465.0000     0.0001   -51.4677    79.6352  -115.0400   -14.1564   -52.0042   -19.5567
   465.0000     0.0001    31.5405    69.3322    41.8446   -79.8245    54.7988  -307.8000
   465.0000     0.0001    41.0354    96.6879    72.5476  -119.7640  -111.5770  -248.1060
