#         t          m          x          y          z         vx         vy         vz
   775.0000     0.0001   212.1170    26.6933   158.9710   -74.4102  -226.7770   -39.0419
   775.0000     0.0001   158.8920    39.4818   123.3310   222.0900    81.2076   267.5990
   775.0000     0.0001   201.8920    12.4305   156.4220  -143.3600  -203.3980  -185.3750
   775.0000     0.0001   164.0460    67.0245   108.1490   135.2710   248.5420   170.8860
   775.0000     0.0001   204.0100    46.1445   179.3210   -83.0986  -218.0730     2.4464
   775.0000     0.0001   183.2470    55.5282   137.4760   170.8840  -122.5820   242.6290
   775.0000     0.0001   157.9690   -44.7729    92.7408  -159.2810    36.7596  -199.8730
   775.0000     0.0001   172.0690     6.0534   112.5320  -141.2230    34.3159  -187.5670
   775.0000     0.0001   190.8970    41.2612   163.7900    43.0082  -284.3510   -23.6926
   775.0000     0.0001   136.9590    20.0350    86.6831    44.4590   103.7740   102.3740
   775.0000     0.0001   182.7500  -110.4900    84.4902   -41.5854    74.1431   -49.0796
   775.0000     0.0001   196.6430    32.1662   162.3510    48.3725  -275.2530  -114.0580
   775.0000     0.0001   172.8410   -42.7268   100.2220  -106.0480   184.9680   -42.0549
   775.0000     0.0001   185.0240    13.3504   135.4210  -192.1630   -86.8548  -306.8340
   775.0000     0.0001   189.8160     8.5791   127.2030  -138.4350  -248.4730  -234.6540
   775.0000     0.0001   220.6180    65.3627   201.8740    21.4171  -188.5800    18.0663
   775.0000     0.0001   200.9900    12.0286   148.8730  -145.3340  -150.2160  -243.5400
   775.0000     0.0001   168.2620   136.2210   129.3400   125.8280   -73.4996   237.3130
   775.0000     0.0001   222.1400    22.0471   164.7720   138.7840  -187.8590    51.6895
   775.0000     0.0001   215.5730    84.5590   172.9500   129.5670  -154.9750    85.9104
   775.0000     0.0001   145.6750    41.0021   106.0080    51.7938    92.9491   178.8150
   775.0000     0.0001   207.9040     5.4976   155.3780    -0.6504  -163.7040   -70.5862
   775.0000     0.0001   202.9670  -138.6270   123.5860   -46.6378    21.3718   -57.1022
   775.0000     0.0001   164.3810   109.2800   150.4890   127.3360    79.9445   179.2210
   775.0000     0.0001   213.8810    25.7130   155.7760    36.2917  -211.3910  -237.3010
   775.0000     0.0001   169.8120    62.0813   138.8200   189.1650   -45.1137   158.6800
   775.0000     0.0001   209.7150    92.5421   185.5670   222.7150   -94.3717   170.4600
   775.0000     0.0001    99.1937   -13.1223   -36.4034   -49.5645    86.6011  -110.3230
   775.0000     0.0001   151.8630    32.4482   103.3060   -79.8681   151.4970    -3.6359
   775.0000     0.0001   202.2420   117.3820   180.1830   180.9240   -12.9840   172.5070
   775.0000     0.0001   206.8300    32.6279   164.2900   -15.5371  -229.7450  -108.3880
   775.0000     0.0001   211.1840   266.5140   194.8380    96.4570    36.8343   142.5850
   775.0000     0.0001   139.8630    21.0346    95.1582  -102.9250    91.6781   -18.4199
