#         t          m          x          y          z         vx         vy         vz
   510.0000     0.0001    32.7684   198.6760    35.8723   107.6940   -40.2553   132.1060
   510.0000     0.0001   217.4640    -4.9353   219.4680   -14.6198  -113.3260    -3.1261
   510.0000     0.0001    -8.0379   183.3130   -93.8053     4.8876   194.8150  -115.6090
   510.0000     0.0001     9.5568   204.7910   -22.2484    52.7560   138.8480    76.5459
   510.0000     0.0001   147.3560   -25.9844   184.9380   -39.5247   -83.1660   -65.0623
   510.0000     0.0001   264.1340    49.0137   125.2810   -21.4443  -151.2390     7.0820
   510.0000     0.0001     6.3526   212.9060   -40.2002    -3.8723   226.8330    33.1537
   510.0000     0.0001     8.9875   163.2090    17.5088   199.4520  -101.5730   179.0240
   510.0000     0.0001    35.6155   169.4350   -12.5326    95.3250    22.9934    63.6790
   510.0000     0.0001    14.5931   127.4130   -36.0014   -52.1620   207.2790   -50.6736
   510.0000     0.0001   175.0930   353.9060   117.4660   169.5470   -97.2718    59.7307
   510.0000     0.0001    52.3462   187.1810    16.9053    72.4820    37.3089   136.9640
   510.0000     0.0001    47.0062   205.3890   -28.5657    92.8662   133.4690    72.0193
   510.0000     0.0001    75.7607   166.4230    40.7672    55.4822   -63.6290   204.6110
   510.0000     0.0001   103.5940    23.0432   165.7780   -34.9296   -67.0899  -133.6720
   510.0000     0.0001    29.3535   194.2260    29.3562   114.1250   -23.5857   141.8970
   510.0000     0.0001    34.7899   175.0540     9.0531    54.1044    65.4900   142.2210
   510.0000     0.0001    10.4350   192.2910   -37.7124    68.1821   152.6270    55.3849
   510.0000     0.0001   115.0590    81.7384   127.1850    -4.2132   114.8890   -31.8127
   510.0000     0.0001    49.7364   170.2540    13.3054    66.6020   -24.1540   175.9500
   510.0000     0.0001    83.2743    -9.9547    81.3032  -152.3050   -25.9712   -93.8868
   510.0000     0.0001   153.1950   -25.5664   185.1840   -43.4903   -89.2440   -54.6802
   510.0000     0.0001    54.7351   163.7760    41.2501   103.6440   -98.3149   201.7490
   510.0000     0.0001    12.9722   208.0530   -25.7215    62.7240   194.5000    86.9182
   510.0000     0.0001    14.6413   200.4030   -49.5821    42.8195   227.2500     6.4470
   510.0000     0.0001    33.0418   175.4390     0.0095    97.6730   -10.1902    82.1889
   510.0000     0.0001    49.0491   193.9790    -0.5103    59.2022    35.5042    85.5197
   510.0000     0.0001    72.0866   129.7190     0.0239    52.4505     1.1496    34.4134
   510.0000     0.0001    10.1609   209.3150   -28.6260    80.2743   170.1890    49.2244
   510.0000     0.0001     2.4051   188.5000    -8.7835    47.8441   117.2060    50.2548
   510.0000     0.0001    52.6456   202.2300     7.3441    64.0597   -14.9078   161.0720
   510.0000     0.0001    53.9842   178.3290    29.6770    78.2039   -65.1930   174.0600
   510.0000     0.0001   123.9060   109.1130    52.1120    67.1259   -15.7341   -16.0666
   510.0000     0.0001    20.2938   179.6160   -40.1492    57.3173   223.5790    -7.9235
   510.0000     0.0001    43.6911    94.8931    67.0600   -89.9148    27.8382    59.7671
   510.0000     0.0001     0.3538   184.7250   -83.6760     7.3716   209.6130   -87.6851
   510.0000     0.0001    13.0096   196.9600    26.7635   110.3390   -73.0325   138.3790
   510.0000     0.0001     9.8429   152.9840   -30.0073    15.5359   229.4280   -46.3284
   510.0000     0.0001    30.6055   167.2980     0.0204   115.0470    82.5397   124.6930
   510.0000     0.0001    50.1917   175.4160    20.7714   116.9670   -57.0598   130.1980
   510.0000     0.0001    47.1670   178.3310    16.4073    75.4820    36.5263   148.3400
   510.0000     0.0001   149.6000    26.6575   179.9930   -50.9801  -103.0910   -84.2158
   510.0000     0.0001    43.5633   173.4620     2.4153   128.1140    84.7459   115.1280
   510.0000     0.0001    57.8589   186.1910    22.2520    85.3193   -11.8474   136.6200
   510.0000     0.0001    39.4106   402.8400    33.4638   181.4520   -22.4797    76.1827
   510.0000     0.0001   127.7310   -31.0965   159.1860   -54.8377   -72.9895   -79.0838
   510.0000     0.0001    51.9859    43.9292    51.9106   -99.4250    91.1602  -240.5330
   510.0000     0.0001   -26.1027   174.2200   -28.6910     3.3824   177.8910   -28.3814
   510.0000     0.0001    -2.7662   126.8250   -56.1563   -49.2231   175.0010   -60.9296
   510.0000     0.0001    54.8852   164.0930    62.8119   141.5100  -153.4750   130.4460
   510.0000     0.0001    74.6254   163.8370    52.9470   118.6810   -91.7189   204.5330
   510.0000     0.0001   175.5690   -15.8127   211.8110   -28.6266   -99.2481   -36.1144
   510.0000     0.0001   160.2250   -12.2527   198.6780   -39.6663   -87.2220   -51.3025
   510.0000     0.0001   140.3200   -22.9716   173.9250   -56.4538   -75.6796   -66.3845
   510.0000     0.0001    16.2841   211.7270   -29.4710     4.6954   197.0110    40.7254
   510.0000     0.0001    33.9468    45.3184    33.7551   -95.7347   147.8450  -197.1740
   510.0000     0.0001    34.5336   212.0110   -34.7163    93.4244   202.1880    67.6555
   510.0000     0.0001    57.9823   161.9590    25.5551    92.3861   -52.9112   210.1720
   510.0000     0.0001   240.3800   -18.6779   224.7390    -2.3196  -120.3230    10.0783
   510.0000     0.0001    -9.5926   188.7320   -57.6694     4.5330   172.1650     0.9205
   510.0000     0.0001    -4.8548   186.6560   -50.7857    17.9785   214.0090    -3.1848
   510.0000     0.0001    26.6999    47.8101    17.9233   -96.2345   155.8470  -177.5570
   510.0000     0.0001    21.5170   190.3940   -51.0705    42.3200   155.7330    33.9498
   510.0000     0.0001   104.1890    97.0842   118.3470   -38.9688    93.8368   -68.0453
   510.0000     0.0001     5.2649   195.9970   -23.4289    50.7709   187.5860    89.9271
   510.0000     0.0001    24.5067   209.3540   -34.0170    28.0067   236.5010    59.8397
   510.0000     0.0001    37.0644   161.0240     0.4814   113.3830   -16.3953   120.4510
   510.0000     0.0001    18.5439   128.2030   -43.3116    26.3554   209.2060   -97.8388
   510.0000     0.0001     8.3527   196.1820   -20.6721    83.5797   168.1830    74.4571
   510.0000     0.0001   111.5670    90.5500   123.0140   -22.9188   123.9980   -35.3999
   510.0000     0.0001   -14.3431   171.8630   -85.8410    -3.7108   186.4100  -110.1250
   510.0000     0.0001    -2.0350   193.6680   -44.1203    34.7757   187.0020    28.7790
   510.0000     0.0001    49.0613   167.7340    28.0517    76.3067   -41.1961   195.3220
   510.0000     0.0001    45.2832    15.3402    70.4760   -76.3999    68.3165  -182.4850
   510.0000     0.0001     1.0903    91.8840   -17.6609    15.7498   207.1170  -135.6330
   510.0000     0.0001    -9.8418   178.4580   -22.5216    86.2286   -31.3614   133.6950
   510.0000     0.0001    51.5155   188.8020     0.9121    97.0462    61.1900    85.8243
   510.0000     0.0001     3.8069   215.2990   -34.3870    36.6910   163.0430    25.8981
   510.0000     0.0001    59.4577   178.9070    14.0341    76.2716     4.5495   151.5630
   510.0000     0.0001    10.5372   186.5650   -47.9664    32.6556   229.6810    -0.4052
   510.0000     0.0001    24.7702   102.5670    -7.6551  -113.3680   246.2670   -81.9683
   510.0000     0.0001     2.7090   205.1310   -30.4807    52.2229   188.7490    55.0167
   510.0000     0.0001    60.3341   171.7610    36.0463    84.3001   -92.0579   178.9960
   510.0000     0.0001   154.1070    88.0470   -15.7193   -26.3636     1.0970    82.9188
   510.0000     0.0001    36.9747    75.4004     0.8477  -151.3590   201.5480  -130.5840
   510.0000     0.0001    16.6828   175.2960   -82.6040    72.1778   183.7710   -91.9126
   510.0000     0.0001    51.2448   188.4010    15.8082   100.8310    43.4685   122.0680
   510.0000     0.0001    43.7583   164.0430    35.5750   139.7430   -87.3843   173.5590
   510.0000     0.0001     8.7356   189.5170    16.1969   104.0970     7.4943   140.0560
   510.0000     0.0001    22.9699   218.3200   -29.4183   100.2150   185.6180    36.0307
   510.0000     0.0001   -11.0370   188.5190   -56.5955    20.8636   182.1730    -5.7977
   510.0000     0.0001   -10.2702   186.3900   -56.5989    12.8221   189.2730    -1.9598
   510.0000     0.0001    46.8571   174.3650    53.4352   101.8960  -125.2490   162.1610
   510.0000     0.0001    16.5271   189.9330   -35.0553    99.9861   154.2980    66.9611
   510.0000     0.0001    50.1794   188.7110    39.9874   119.1080   -70.1439   155.4330
