#         t          m          x          y          z         vx         vy         vz
   795.0000     0.0001   210.1990   -99.2638   171.1400   -27.8029   -47.2921  -122.2210
   795.0000     0.0001   176.9320     5.0251   124.7020  -151.3220    33.0579  -174.0430
   795.0000     0.0001   147.7590    32.8015   101.6800   -39.1375    85.3887    57.6131
   795.0000     0.0001   168.1840    19.9038   114.3880   -66.5323   170.4170   -82.1206
   795.0000     0.0001   228.7940   -16.9910   174.5080   -21.0160   -96.6905   -35.0102
   795.0000     0.0001   130.9140   102.9300    45.3228   117.0640    39.1534   163.9260
   795.0000     0.0001   156.6700   -33.8444    99.4546   -15.9099   243.0790   -31.1610
   795.0000     0.0001   244.2750   -79.7742   217.5820    18.2298  -206.5630   -20.9633
   795.0000     0.0001   161.5990     3.9532   102.1940    33.0223   316.4920    -2.2313
   795.0000     0.0001   165.6980    45.0847   101.3210   101.2060    93.9482   120.4280
   795.0000     0.0001   278.9510  -210.8680   232.0870     3.9029   -51.5354   -31.2213
   795.0000     0.0001   207.2210  -112.4760   173.8670   -24.5523   -74.5510  -101.8320
   795.0000     0.0001   212.8880  -163.8980   148.9560    -6.6873    39.1764   -69.4646
   795.0000     0.0001   163.4070    32.0000   111.9100  -100.3100   161.1380   -53.6572
   795.0000     0.0001   232.2510    21.8975   210.7010    18.0083  -292.6240   150.5610
   795.0000     0.0001   166.4770    76.2771   137.9340   211.7180   -31.4053   331.4010
   795.0000     0.0001   216.2850    21.2846   181.2320   -67.9018  -221.2690   -53.8169
   795.0000     0.0001   221.9400    37.6266   189.6490   -41.8596  -198.0830  -107.9760
   795.0000     0.0001    74.9008    20.9204   106.4450   -63.2147    33.5516    16.5154
   795.0000     0.0001   168.6150   -18.6637   141.0810   -90.7635  -110.5870  -235.3990
   795.0000     0.0001    75.6495    30.7927    -6.1373     5.4652   104.3210   -20.3912
   795.0000     0.0001   164.3540    16.5595   103.0820  -126.7530   154.3130   -95.4809
   795.0000     0.0001   166.2830    41.8718   123.9860    14.2012   176.3690   111.4080
   795.0000     0.0001   188.0250   103.0920   160.4560   191.7240    15.6888   184.2520
   795.0000     0.0001   157.5850   151.1200   118.3330    90.4499    18.7556    82.1811
   795.0000     0.0001   174.3040    98.6560   136.2040   165.7580    68.4685   224.4370
