#         t          m          x          y          z         vx         vy         vz
   715.0000     0.0001   158.3760    92.3700   139.2030   116.3760  -191.7400    53.5187
   715.0000     0.0001    96.0697   -32.9413     7.5891   -24.1412    89.9817     1.7484
   715.0000     0.0001   206.1430    -5.1216   199.5560    29.0180  -189.2090    25.3576
   715.0000     0.0001   147.7680    34.9250   102.7430  -129.5680   321.5760   -27.2968
   715.0000     0.0001   132.1030   115.4240   140.2960   127.4420   -96.6951    88.5674
   715.0000     0.0001   141.3230    69.3763   101.9180   122.3330   259.1720    44.7001
   715.0000     0.0001   127.9680   -43.7749    79.0231  -137.3380   -45.8321  -170.6450
   715.0000     0.0001   157.2010    93.7979   156.3780   146.0710  -180.9070    62.6633
   715.0000     0.0001   106.3750   115.8690    34.2962   125.9250    49.4713   212.9760
   715.0000     0.0001   189.9750   241.6460   112.6440   140.8180    61.3306   153.2450
   715.0000     0.0001   136.5390    84.1056   106.3590   130.1750   206.3290   188.1490
   715.0000     0.0001   145.2650    67.0913   105.9090   128.7210   278.3480   166.9940
   715.0000     0.0001    96.1966    88.1215    17.8984    78.9295    80.5687   161.6870
   715.0000     0.0001   127.0450    69.3849   115.3540   222.6310   -43.8676   131.9720
   715.0000     0.0001   125.4120   331.4290   129.1370    88.0799  -109.4570    95.1463
   715.0000     0.0001   148.0810   -36.9551   130.6880   -80.6690  -213.1090  -207.9600
   715.0000     0.0001   154.7550    17.2645   114.6940  -126.1100   193.8060   -83.5628
   715.0000     0.0001   201.1900   -51.5581   129.5120     3.2838  -120.5550  -111.2640
   715.0000     0.0001   177.3310    -1.5838   134.5580   -53.1470    41.5696   -62.5390
   715.0000     0.0001   148.6620    76.8557   103.3090   110.7090   214.6700   151.3120
   715.0000     0.0001   171.5400   -30.9814   143.9060   -36.9120   -20.7579  -132.2480
   715.0000     0.0001   219.3200   -59.2284   167.3140    10.6911  -158.7190   -22.9586
   715.0000     0.0001   130.4480   -26.4113    69.4968  -105.2500    34.7843  -229.7860
   715.0000     0.0001   144.5160    81.2980    99.2980    82.9133   300.5600   142.4910
   715.0000     0.0001   139.7130    60.0806    96.0532   -27.5584   358.6480    85.7027
   715.0000     0.0001   192.3970    58.4629   190.2840   105.7220  -246.3080    84.1844
   715.0000     0.0001   149.4460   114.6180   150.7310   133.1690   -59.7226   143.7980
   715.0000     0.0001   181.3610   -29.1152   140.8510   -41.6681   -18.5619  -118.2620
   715.0000     0.0001    92.8054    -0.5199    40.1081   -72.6203    93.6112  -153.0460
   715.0000     0.0001   147.6020   130.8960   106.2600   137.4970   -72.5188   277.7750
   715.0000     0.0001   100.0190   -11.5231    58.9772   -80.5933    73.0525  -181.1990
   715.0000     0.0001   241.1580   -40.5989   187.6180    74.1554  -172.3940   -11.8603
   715.0000     0.0001   211.1780   -51.5196   193.7550     3.7595  -179.1740     7.3397
   715.0000     0.0001    88.8880    93.2180   -31.8276    93.2701    77.7055   124.6290
